"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"FIRST MAKEUP TUTORIAL OF FALL! VAMPY GLAM | Manny MUA","Manny Mua",26,"Howto & Style",549040,42601,750,5392,25,9
"Gold iPhone 8 Plus Unboxing & First Impressions!","EverythingApplePro",24,"Entertainment",2096485,49130,2115,7259,25,9
"Hidden NES Golf game on Nintendo Switch. A tribute to Satoru Iwata.","fire3element",20,"Gaming",309701,3253,88,411,25,9
"MY SCARIEST GHOST EXPERIENCE!","The Gabbie Show",26,"Howto & Style",1256517,139752,1861,13105,25,9
"My Everyday MAKEUP Routine | Fleur De Force","Fleur DeForce",26,"Howto & Style",114145,4377,86,204,25,9
"Steel Balls Grinding Balls-We  set up technology center in more than 20 countries around the world","Shandong Iraeta",28,"Science & Technology",84839,76,26,23,25,9
"Unsafe bicycling no hands on handle bar","Stop Bad Bicyclists In Wisconsin",22,"People & Blogs",2662,2,40,13,25,9
"MAKEUP USING ONLY MY FINGERS CHALLENGE","The Gabbie Vlogs",22,"People & Blogs",317765,25575,189,1851,25,9
"26 Facts about Libraries - mental_floss List Show Ep. 518","Mental Floss",27,"Education",60830,1953,34,309,25,9
"Fall Makeup Tutorial | Daisy Marquez","Daisy Marquez",22,"People & Blogs",288170,19563,501,1711,25,9
"R5 - Hurts Good (Official Video)","R5VEVO",10,"Music",594815,32429,470,2819,25,9
"SOME THINGS I SHOULD TELL YOU // Grace Helbig","Grace Helbig",22,"People & Blogs",234077,11767,306,623,25,9
"First footage of wild sand cat kittens","Sand Cat Sahara Team",15,"Pets & Animals",220652,222,18,29,25,9
"COOK OFF! (2017 Movie) – Official Trailer","Lionsgate Movies",1,"Film & Animation",388066,3642,2198,727,25,9
"Eli Lieb - Kissing Your Tattoos (Lyric video)","Eli Lieb",10,"Music",14211,1486,10,149,25,9
"Wonder Woman Makeup Tutorial (4 Different Ways)","Madeyewlook",26,"Howto & Style",243496,14689,136,190,25,9
"Magnitude 7.1 earthquake rattles Mexico City, Puebla","CGTN America",25,"News & Politics",502782,1040,164,0,25,9
"That's What I Like - Bruno Mars (Rat Pack Style Cover) ft. LaVance Colley & Lee Howard","PostmodernJukebox",10,"Music",223300,11196,255,396,25,9
"EXPLORING MEMES WITH MY BOYFRIEND","Arden Rose",1,"Film & Animation",80074,5739,189,339,25,9
"We Try 3 Kendall Jenner Makeup Looks KUWTK Anniversary | Beauty Evolution | Refinery29","Refinery29",26,"Howto & Style",47629,774,107,99,25,9
"Everything Wrong With The LEGO Batman Movie","CinemaSins",1,"Film & Animation",2582647,60633,2861,9222,25,9
"Wonderstruck Official Trailer [HD] | Amazon Studios","Amazon Studios",1,"Film & Animation",568168,209,11,24,25,9
"Apple Watch Series 3 with LTE review","The Verge",28,"Science & Technology",397783,6295,697,843,25,9
"Father-Son Moment: I passed the Florida Bar Exam","FJOJR",22,"People & Blogs",209385,848,54,69,25,9
"Buildings sway and people panic as 7.1 magnitude earthquake strikes Mexico","The Telegraph",25,"News & Politics",601861,1688,165,0,25,9
"Princess Elizabeth's Baby Clothes Appear at Auction","Burstow & Hewett",22,"People & Blogs",3184,3,0,0,25,9
"Kungs - More Mess (Official Video) ft. Olly Murs, Coely","KungsVEVO",10,"Music",528699,11157,377,386,25,9
"WHAT'S IN MY DIAPER BAG? || #MOMTEMBER","From Head To Toe",26,"Howto & Style",26300,993,12,63,25,9
"Powerful 7.1 Earthquake Strikes Mexico | Los Angeles Times","Los Angeles Times",25,"News & Politics",434503,1256,159,1768,25,9
"Tiësto & John Christian - Scream (Official Video)","Tiësto",10,"Music",172273,9401,219,346,25,9
"$139 Plane Seat Vs. $24,000 Plane Seat","BuzzFeedBlue",22,"People & Blogs",5172281,111667,6590,12403,26,9
"Maze Runner: The Death Cure | Official Trailer [HD] | 20th Century FOX","20th Century Fox",1,"Film & Animation",3862213,48951,1617,7375,26,9
"Trying to play Game Boy","Chris Cohoon",22,"People & Blogs",2029422,32242,2590,7815,26,9
"iPhone X by Pineapple | Rudy Mancuso","Rudy Mancuso",23,"Comedy",3100075,193892,4400,11079,26,9
"Star Trek: Discovery - Main Title Sequence","Star Trek",24,"Entertainment",316185,2874,1542,1420,26,9
"Ravens, Jaguars players kneel during national anthem","CNN",25,"News & Politics",422104,4999,12561,14679,26,9
"Keith Eats Everything At McDonald's • The Try Vlog","BuzzFeedVideo",22,"People & Blogs",4482708,114655,8890,13390,26,9
"Found Lost iPhone Underwater in River While Snorkeling! (Freediving)","DALLMYD",17,"Sports",1841904,54056,2028,5475,26,9
"I Made A Mistake","Courageous Conservatives PAC",25,"News & Politics",277062,1138,4171,1651,26,9
"Game of Thrones Symbolism: The Mormonts","ScreenPrism",1,"Film & Animation",252819,6444,135,463,26,9
"10 Strange Dollar Store Items Sent By Viewers!","Matthias",23,"Comedy",1555373,32456,1843,14421,26,9
"DON'T Buy The iPhone 8, Buy The iPhone 8.","Unbox Therapy",28,"Science & Technology",2710123,139553,27949,20867,26,9
"Glass elevator in the Steve Jobs Theater","Steve Kovach",22,"People & Blogs",459085,2929,1560,838,26,9
"These Are the Events That Will Happen Before 2050","RealLifeLore",27,"Education",3050281,77224,4680,23930,26,9
"10 New OREO Flavors!!! Taste Test Challenge-a-thon - Man Vs Youtube","Rob Czar",24,"Entertainment",671328,30472,1691,2983,26,9
"Primitive Technology: Mud Bricks","Primitive Technology",22,"People & Blogs",14914935,340356,8235,35676,26,9
"Almost 600 Border Collies Gather in Attempt to Break World Record","Storyful News",25,"News & Politics",125474,1980,95,587,26,9
"iPhone 8 vs Samsung Galaxy S8 Salt Water Test!","TechRax",24,"Entertainment",1368325,20406,4285,4885,26,9
"Kylie Jenner Is Pregnant! | TMZ News","TMZ",24,"Entertainment",2043382,11073,10889,8775,26,9
"G10 - Highest Note Ever Hit In The World (Georgia Brown)","Pop Blast",10,"Music",266246,3409,350,715,26,9
"Athletes, fans divided over Trump's Kaepernick comments","ABC News",25,"News & Politics",137843,1506,2199,4070,26,9
"Husky's First Howl","TheAmazingTen",22,"People & Blogs",843914,31570,346,1925,26,9
"Gordon Finds Out Things Are A LOT More Complicated at Sam's Kabob Room | Kitchen Nightmares Supercut","Kitchen Nightmares",24,"Entertainment",581316,9708,253,1531,26,9
"A VERY PREGNANT LOOKBOOK!","Amber Scholl",26,"Howto & Style",800565,33306,1749,3625,26,9
"Husky Dog Adopts Stray Cat Saving Her Life | The Dodo: Comeback Kids","The Dodo",15,"Pets & Animals",560218,17977,244,1240,26,9
"FIX YOUR LIFE (YIAY #359)","jacksfilms",23,"Comedy",1595329,76458,1718,52400,26,9
"The 2017 WWE Yearbook","WWE",17,"Sports",510429,13880,837,3629,26,9
"Disney Rides That Should Get Their Own Movie (w/ Max Landis)!!! - Millennial Falcon","Screen Junkies",1,"Film & Animation",108075,3419,412,1026,26,9
"ZAYN Dusk Till Dawn ft. Sia - The Key of Awesome UNPLUGGED!","The Key of Awesome",23,"Comedy",131501,4740,370,587,26,9
"Will & Grace Cast Performs Their Theme Song with Lyrics","The Tonight Show Starring Jimmy Fallon",23,"Comedy",490774,6830,418,397,26,9
"Men vs Women - How Are They Different?","The Infographics Show",27,"Education",347321,9066,1248,4489,26,9
"CHIT-CHATTY GeT rEaDay WiTh mE + LOOK BOOK!! by SimplyFaceLogical","Simply Nailogical",24,"Entertainment",1280483,85824,1105,21292,26,9
"Gunman opens fire at Tennessee church","CBS News",25,"News & Politics",40057,249,79,706,26,9
"Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"Music",7473152,420607,4047,17556,26,9
"How to start a Mexican Wave","Bobby Walia",22,"People & Blogs",247220,4453,199,549,26,9
"Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"Music",9671394,333625,121204,59217,26,9
"40 Donuts in 1 Donut","Good Mythical MORE",23,"Comedy",464753,9745,433,794,26,9
"Spätzle Recipe - How to Make Spätzle or Spaetzle (Tiny German Dumplings)","Food Wishes",26,"Howto & Style",298967,9499,286,1105,26,9
"Round 3 of Jimmy Kimmel’s Health Care Battle","Jimmy Kimmel Live",23,"Comedy",1390164,27173,4614,3692,26,9
"iPhone 8 + Apple Watch Series 3 Accessories","iJustine",22,"People & Blogs",707087,20543,1653,1909,26,9
"1922 | Official Trailer [HD] | Netflix","Netflix",24,"Entertainment",1243364,13985,579,1193,26,9
"Jim Parsons Opens Up About Marriage And Why He Didn't Hurry Into It","The Late Show with Stephen Colbert",24,"Entertainment",1026979,12948,1281,1477,26,9
"Original Prusa i3 MK3 Release!","Josef Prusa",28,"Science & Technology",55720,1380,36,266,26,9
"Gardening With Cody 12017 Week 22& 23:  Huge Potato Harvest!","Cody'sLab",27,"Education",154662,6288,92,1400,26,9
"Every Recycled Disney Shot & Why - Snow White, Frozen, Toy Story, Moana and More - Cartoon Hangover","CartoonHangover",1,"Film & Animation",137898,4103,154,308,26,9
"RHOA: Season 10 Official First Look - Premiering November 5 at 8/7c | Bravo","Bravo",24,"Entertainment",273563,2910,236,1016,26,9
"WILL IT BITE?! - BIG CREEPY SPIDER!","Brave Wilderness",15,"Pets & Animals",3531093,70723,1570,14852,26,9
"TESTING EXPENSIVE $$$ AF LIQUID LIPSTICKS | Jeffree Star","jeffreestar",26,"Howto & Style",1850839,67592,4698,8980,26,9
"UNICORN RAINBOW POOP COOKIES - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",473394,22553,325,4686,26,9
"Make-Up Hater Wears Fenty For A Day","Boldly",22,"People & Blogs",1420140,40859,781,1580,26,9
"Woman brandishing a handgun, machete threatens people at Kardashian boutique","FOX 11 Los Angeles",24,"Entertainment",397094,1397,599,2363,26,9
"How to Invest (and other money questions with The Financial Diet)","vlogbrothers",22,"People & Blogs",124372,5073,270,589,26,9
"Ryan Seacrest On Mariah Carey’s Disastrous NYE Performance | WWHL","Watch What Happens Live with Andy Cohen",24,"Entertainment",119441,347,184,168,26,9
"Why Apple Needs Samsung","Nerdwriter1",24,"Entertainment",756786,38954,985,2698,26,9
"iPhone 8 and iPhone 8 Plus Unboxing and First Impressions","Flossy Carter",28,"Science & Technology",122156,4572,213,1385,26,9
"Fergie - Just Like You","FergieVEVO",10,"Music",674842,27446,790,1386,26,9
"Gökhan Saki KOs Henrique da Silva | Highlights | UFC FIGHT NIGHT","UFC ON FOX",17,"Sports",1113194,4433,171,1351,26,9
"Stuck In A Cage At An Abandoned Zoo with TheGabbieShow","Rclbeauty101",24,"Entertainment",611085,24412,814,2580,26,9
"Worst Nap Ever | Lele Pons","Lele Pons",23,"Comedy",2572619,122399,5300,6564,26,9
"First Look! Ellen Scores Deleted Scenes from Taylor Swift's 'Look What You Made Me Do'","TheEllenShow",24,"Entertainment",6087107,190010,4447,5026,26,9
"2CELLOS - Love Story [OFFICIAL VIDEO]","2CELLOS",10,"Music",278023,18207,136,777,26,9
"Donald Trump Hits John McCain, Kaepernick, North Korea, & More At Wild Rally | The 11th Hour | MSNBC","MSNBC",25,"News & Politics",59508,430,117,534,26,9
"ISLE OF DOGS | Official Trailer | FOX Searchlight","FoxSearchlight",1,"Film & Animation",4397196,77472,4493,5851,26,9
"Noah Cyrus - Again ft. XXXTENTACION","NoahCyrusVEVO",10,"Music",3469580,207473,7250,14066,26,9
"FENTY BEAUTY BY RIHANNA | MY HONEST REVIEW.. | Casey Holmes","Casey Holmes",26,"Howto & Style",301914,13065,504,1415,26,9
"5 Matte Nail Art Designs For FALL! 🍂","cutepolish",26,"Howto & Style",89448,6406,62,418,26,9
"VEGAN KRISPIE TREATS | How to Cook with Megan Batoon","MeganBatoon",24,"Entertainment",46506,2776,26,337,26,9
"Jason Derulo - If I'm Lucky Part 1 (Official Music Video)","Jason Derulo",10,"Music",1689534,55162,1353,2208,26,9
"This Week I Learned to Blacksmith with Alec Steele","Mike Boyd",24,"Entertainment",329124,15047,118,1803,26,9
"$1,400 WORTH OF MAKEUP! Applying All My High End Makeup!","Chloe Morello",26,"Howto & Style",296700,16332,411,983,26,9
"ASKING ALEXANDRIA - Into The Fire (Official Music Video)","SumerianRecords",10,"Music",1372349,82247,2428,9074,26,9
"Learn to Play Cat - Simon's Cat | LOGIC","Simon's Cat",15,"Pets & Animals",106186,5080,68,334,26,9
"Film Theory: How Much is YOUR SOUL Worth? (Fullmetal Alchemist Brotherhood)","The Film Theorists",1,"Film & Animation",1354894,55511,2363,10417,26,9
"Jackie Chan & Olivia Munn Answer Martial Arts Questions From Twitter | Tech Support | WIRED","WIRED",24,"Entertainment",1588544,35665,741,3623,26,9
"Rams vs. 49ers | NFL Week 3 Game Highlights","NFL",17,"Sports",1364018,13473,538,2664,26,9
"Types Of Guys Your BFF Dates (ft. Alex Wassabi & LaurDIY)","IISuperwomanII",23,"Comedy",3723482,209432,2375,23463,26,9
"GETTING READY WITH ME FOR FALL!","Lauren Elizabeth",23,"Comedy",127314,6580,195,286,26,9
"BACK TO SCHOOL MAKEUP TUTORIAL IN 10 EASY STEPS","Glam&Gore",22,"People & Blogs",302505,24172,358,1185,26,9
"It’s official! (w/ Miel)","AnthonyPadilla",23,"Comedy",486489,37713,571,2393,26,9
"MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO)","Macklemore LLC",10,"Music",3309201,138848,1667,5630,26,9
"How the Massive Equifax Data Breach Happened","SciShow",27,"Education",264799,7857,137,571,26,9
"Lecrae - Facts (Audio)","LecraeVEVO",10,"Music",155810,4530,123,578,26,9
"Depeche Mode - Heroes (Highline Sessions Version)","DepecheModeVEVO",10,"Music",555128,20715,433,1285,26,9
"#UNGA General Debate - 23 September 2017 - Ireland, DPR Korea, and more","United Nations",25,"News & Politics",23159,229,19,11,26,9
"My Burning Man Film - 2017","Jesse",24,"Entertainment",1041397,66735,1912,5478,26,9
"Cristiano Ronaldo Reacts To My Football Videos","ChrisMD",24,"Entertainment",4347165,256178,3152,13599,26,9
"True Love: Songify Princess Bride","schmoyoho",24,"Entertainment",80700,4895,221,334,26,9
"Joji Sets His Face on Fire While Eating Spicy Wings | Hot Ones","First We Feast",26,"Howto & Style",3931638,238487,3137,22038,26,9
"The rise and fall of the American fallout shelter","Vox",25,"News & Politics",506670,14809,387,1327,26,9
"WALK THE MOON - One Foot (Official Video)","WalkTheMoonVEVO",10,"Music",267819,13097,352,1097,26,9
"ELDERS REACT TO RUPAUL’S DRAG RACE","FBE",24,"Entertainment",830974,32512,903,4628,26,9
"Kygo - This Town ft. Sasha Sloan","KygoOfficialVEVO",10,"Music",1044056,46712,462,1337,26,9
"Disney Villain Lipsticks! - First Impression Friday","grav3yardgirl",26,"Howto & Style",332765,14576,234,1060,26,9
"HURRY UP! by SUPERFRUIT","SUPERFRUIT",24,"Entertainment",284067,26164,177,2396,26,9
"TOMB RAIDER - The FUTURE of VIDEO GAME MOVIES?? (Trailer Talk)","Andre Black Nerd",24,"Entertainment",28425,2100,11,401,26,9
"Tribeca TV Festival 2017 Oprah Shares What She Learned Hosting The Oprah Winfrey Show","Xposure 365 TV",22,"People & Blogs",9982,7,0,2,26,9
"iPhone 8 Durability Test - BEND TEST - Glass Scratch Video!","JerryRigEverything",28,"Science & Technology",1597509,36958,1684,4495,26,9
"Is Reality Real? The Simulation Argument","Kurzgesagt – In a Nutshell",27,"Education",3336763,135226,6421,19350,26,9
"Conan Invites Himself To Gal Gadot's Apartment  - CONAN on TBS","Team Coco",23,"Comedy",738551,11304,374,728,26,9
"Rrrrrrrrrrrrr","nono du rire nono",22,"People & Blogs",237828,778,173,96,26,9
"I did it. I found the Worst Book.","Jenny Nicholson",1,"Film & Animation",78385,3995,83,1254,26,9
"Foo Fighters Carpool Karaoke","The Late Late Show with James Corden",24,"Entertainment",5107701,98286,2050,7572,26,9
"Giving Dolls Tiny Makeovers (feat. Shane Dawson)","Safiya Nygaard",22,"People & Blogs",3397246,192725,2641,11110,26,9
"Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton","GwenStefaniVEVO",10,"Music",143079,4337,210,572,26,9
"This drone that carries your child is terrifying","Simone Giertz",28,"Science & Technology",167891,8821,386,767,26,9
"Young Fan Hospitalized After Being Struck By Foul Ball At Yankee Stadium","CBS New York",25,"News & Politics",1241777,3383,490,1984,26,9
"Karrueche Tran","Wendy Williams",24,"Entertainment",533127,6285,673,1972,26,9
"Why Is Your Grandma So Short?","MinuteEarth",28,"Science & Technology",349140,12404,340,1196,26,9
"Are You In A Simulation?","Vsauce3",27,"Education",1154869,63803,1201,6289,26,9
"Maggie Rogers - Split Stones","MaggieRogersVEVO",10,"Music",84285,3849,103,257,26,9
"The Best TV Theme Song You've Ever Heard: Extinct - Peter Hollens, Taylor Davis, and DevinSuperTramp","Peter Hollens",10,"Music",85403,5421,108,744,26,9
"What Would Happen If You Never Stopped Eating?","Life Noggin",27,"Education",843737,21152,962,5636,26,9
"Tamar Braxton - Blind","TamarbraxtonVEVO",10,"Music",180798,6726,230,869,26,9
"Darci Lynne and Terry Fator Deliver An Unbelievable Performance - America's Got Talent 2017","America's Got Talent",24,"Entertainment",4171468,40172,2041,3018,26,9
"The Epic Scam that Created an Iconic Rock Band - Cracked Responds (The Zombies, English Rock)","Cracked",23,"Comedy",207930,6213,136,519,26,9
"Carlos Vives - Pescaíto (Official Video)","CarlosVivesVEVO",10,"Music",696124,15641,553,698,26,9
"The Spa Car Drivable Hot Tub","colinfurze",2,"Cars & Vehicles",2259938,84306,1605,4786,26,9
"Barn Door Scooter Wheel first test","Moto Geek",28,"Science & Technology",2606,1,0,0,26,9
"What If the Whale Swallowed You Alive?","Meet Arnold",22,"People & Blogs",3655054,84048,5500,8972,26,9
"Why You Shouldn't Have Kids","Greg and Mitch",27,"Education",244313,9017,5729,3466,26,9
"TARDIS - First Working Video","Adam Sifounakis",22,"People & Blogs",1341,1,0,3,26,9
"Watsky- Yes Britannia [x Infinity]","WATSKY!",24,"Entertainment",62862,4474,33,424,26,9
"Niall Horan - Too Much To Ask (Official)","NiallHoranVEVO",10,"Music",4319116,421504,1557,31538,26,9
"Top 10 Things That IT (2017) Did Differently","WatchMojo.com",24,"Entertainment",1298848,24016,783,2209,26,9
"The Maine - How Do You Feel?","TheMaineOfficialVEVO",10,"Music",49719,4229,45,684,26,9
"Charles Bradley as Black Velvet: A Tribute to James Brown [LIVE]","Eric Blattberg",10,"Music",17978,55,1,9,26,9
"Why the Future Could Mean Delivery Straight Into Your Fridge","Walmart",27,"Education",49432,66,102,0,26,9
"Why we self sabotage","Anna Akana",23,"Comedy",261582,19259,290,864,26,9
"Jeremy Camp - Storm","JeremyCampVEVO",10,"Music",45327,2577,15,157,26,9
"Uber loses London operating licence - BBC News","BBC News",25,"News & Politics",377856,2748,487,2104,26,9
"Mumbai Rains special Water Ride 2017 | Mumbai","Malhar Takle",22,"People & Blogs",20380,13,0,3,26,9
"Why Mount Rushmore is the Weirdest Monument","CollegeHumor",23,"Comedy",1686436,38690,8573,8554,26,9
"How To Cake It KITCHEN TOUR - BLINDFOLD CHALLENGE!! | Yolanda Gampp | How To Cake It","How To Cake It",26,"Howto & Style",252689,11070,152,1414,26,9
"Blimping","Joshua De Laurentiis",22,"People & Blogs",463465,8281,640,739,26,9
"Chicken Fajita Soup Recipe | Episode 1195","Laura in the Kitchen",26,"Howto & Style",91070,3801,79,200,26,9
"73 Questions With Tracee Ellis Ross | Vogue","Vogue",24,"Entertainment",312931,14065,182,1108,26,9
"JUMANJI: WELCOME TO THE JUNGLE - Official Trailer #2","Sony Pictures Entertainment",24,"Entertainment",387875,3697,545,521,26,9
"Look What You Made Me Do: Taylor Mountain","Taylor Swift",10,"Music",1785675,50282,1665,2727,26,9
"Rob Parker weighs in on Charles Barkley's comments and Kevin Durant's off-court drama | THE HERD","The Herd with Colin Cowherd",17,"Sports",97349,727,110,328,26,9
"Anatomy of a Scene from Battle of the Sexes","The New York Times",24,"Entertainment",10195,140,19,37,26,9
