Amazon,,,,Starbucks,,,,Coca-Cola,,,,S&P 500,,,
date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return
8/3/2000,31.5,0.69,2.24,8/3/2000,4.4263,0.0895,2.06,8/3/2000,19.8225,0.0189,0.10,8/3/2000,104.4215,0.7172,0.69
8/4/2000,32.5,1,3.17,8/4/2000,4.6065,0.1802,4.07,8/4/2000,19.5487,-0.2738,-1.38,8/4/2000,104.9818,0.5603,0.54
8/7/2000,33.81,1.31,4.03,8/7/2000,4.7302,0.1237,2.69,8/7/2000,19.3128,-0.2359,-1.21,8/7/2000,106.2369,1.2551,1.20
8/8/2000,32.94,-0.87,-2.57,8/8/2000,4.7379,0.0077,0.16,8/8/2000,19.1743,-0.1385,-0.72,8/8/2000,106.6404,0.4035,0.38
8/9/2000,30.88,-2.06,-6.25,8/9/2000,4.7512,0.0133,0.28,8/9/2000,18.8188,-0.3555,-1.85,8/9/2000,105.7439,-0.8965,-0.84
8/10/2000,30.44,-0.44,-1.42,8/10/2000,4.7379,-0.0133,-0.28,8/10/2000,19.1932,0.3744,1.99,8/10/2000,105.2283,-0.5156,-0.49
8/11/2000,33.69,3.25,10.68,8/11/2000,4.7169,-0.021,-0.44,8/11/2000,19.5865,0.3933,2.05,8/11/2000,105.7214,0.4931,0.47
8/14/2000,34.88,1.19,3.53,8/14/2000,4.6341,-0.0828,-1.76,8/14/2000,19.8414,0.2549,1.30,8/14/2000,107.0662,1.3448,1.27
8/15/2000,37.56,2.68,7.68,8/15/2000,4.5026,-0.1315,-2.84,8/15/2000,19.5078,-0.3336,-1.68,8/15/2000,106.9765,-0.0897,-0.08
8/16/2000,38.75,1.19,3.17,8/16/2000,4.517,0.0144,0.32,8/16/2000,19.0956,-0.4122,-2.11,8/16/2000,106.5955,-0.381,-0.36
8/17/2000,38.25,-0.5,-1.29,8/17/2000,4.2264,-0.2906,-6.43,8/17/2000,18.781,-0.3146,-1.65,8/17/2000,107.7162,1.1207,1.05
8/18/2000,39,0.75,1.96,8/18/2000,4.0474,-0.179,-4.24,8/18/2000,18.9761,0.1951,1.04,8/18/2000,107.3576,-0.3586,-0.33
8/21/2000,37.5,-1.5,-3.85,8/21/2000,4.1159,0.0685,1.69,8/21/2000,18.8188,-0.1573,-0.83,8/21/2000,107.9403,0.5827,0.54
8/22/2000,36.5,-1,-2.67,8/22/2000,4.1435,0.0276,0.67,8/22/2000,18.2493,-0.5695,-3.03,8/22/2000,107.761,-0.1793,-0.17
8/23/2000,38.81,2.31,6.33,8/23/2000,3.9568,-0.1867,-4.51,8/23/2000,18.4978,0.2485,1.36,8/23/2000,108.1868,0.4258,0.40
8/24/2000,39.38,0.57,1.47,8/24/2000,3.9921,0.0353,0.89,8/24/2000,18.2304,-0.2674,-1.45,8/24/2000,108.5231,0.3363,0.31
8/25/2000,39.94,0.56,1.42,8/25/2000,3.9501,-0.042,-1.05,8/25/2000,17.62,-0.6104,-3.35,8/25/2000,108.4782,-0.0449,-0.04
8/28/2000,39.13,-0.81,-2.03,8/28/2000,3.9844,0.0343,0.87,8/28/2000,17.9346,0.3146,1.79,8/28/2000,108.848,0.3698,0.34
8/29/2000,39.63,0.5,1.28,8/29/2000,3.8816,-0.1028,-2.58,8/29/2000,17.7175,-0.2171,-1.21,8/29/2000,108.8704,0.0224,0.02
8/30/2000,42.94,3.31,8.35,8/30/2000,4.054,0.1724,4.44,8/30/2000,17.0694,-0.6481,-3.66,8/30/2000,107.8282,-1.0422,-0.96
8/31/2000,41.5,-1.44,-3.35,8/31/2000,4.0474,-0.0066,-0.16,8/31/2000,16.5628,-0.5066,-2.97,8/31/2000,109.2626,1.4344,1.33
9/1/2000,41.5,0,0.00,9/1/2000,4.1645,0.1171,2.89,9/1/2000,17.0694,0.5066,3.06,9/1/2000,109.3747,0.1121,0.10
9/5/2000,45.69,4.19,10.10,9/5/2000,4.1579,-0.0066,-0.16,9/5/2000,17.7175,0.6481,3.80,9/5/2000,108.5006,-0.8741,-0.80
9/6/2000,45.88,0.19,0.42,9/6/2000,4.0816,-0.0763,-1.84,9/6/2000,17.0882,-0.6293,-3.55,9/6/2000,107.2679,-1.2327,-1.14
9/7/2000,43.5,-2.38,-5.19,9/7/2000,4.1579,0.0763,1.87,9/7/2000,16.9907,-0.0975,-0.57,9/7/2000,108.1868,0.9189,0.86
9/8/2000,42.94,-0.56,-1.29,9/8/2000,4.0054,-0.1525,-3.67,9/8/2000,17.1669,0.1762,1.04,9/8/2000,107.4472,-0.7396,-0.68
9/11/2000,42.38,-0.56,-1.30,9/11/2000,4.0197,0.0143,0.36,9/11/2000,16.676,-0.4909,-2.86,9/11/2000,107.2903,-0.1569,-0.15
9/12/2000,42.69,0.31,0.73,9/12/2000,4.1302,0.1105,2.75,9/12/2000,16.8334,0.1574,0.94,9/12/2000,106.5059,-0.7844,-0.73
9/13/2000,42.44,-0.25,-0.59,9/13/2000,4.3026,0.1724,4.17,9/13/2000,16.5722,-0.2612,-1.55,9/13/2000,106.786,0.2801,0.26
9/14/2000,44.88,2.44,5.75,9/14/2000,4.1921,-0.1105,-2.57,9/14/2000,16.0987,-0.4735,-2.86,9/14/2000,107.3239,0.5379,0.50
9/15/2000,43.63,-1.25,-2.79,9/15/2000,4.2816,0.0895,2.13,9/15/2000,16.0387,-0.06,-0.37,9/15/2000,104.9818,-2.3421,-2.18
9/18/2000,42.81,-0.82,-1.88,9/18/2000,4.1457,-0.1359,-3.17,9/18/2000,16.7711,0.7324,4.57,9/18/2000,104.0156,-0.9662,-0.92
9/19/2000,40.75,-2.06,-4.81,9/19/2000,4.1579,0.0122,0.29,9/19/2000,16.6922,-0.0789,-0.47,9/19/2000,104.9593,0.9437,0.91
9/20/2000,37.5,-3.25,-7.98,9/20/2000,4.1855,0.0276,0.66,9/20/2000,15.862,-0.8302,-4.97,9/20/2000,104.1841,-0.7752,-0.74
9/21/2000,40.06,2.56,6.83,9/21/2000,4.2683,0.0828,1.98,9/21/2000,15.6442,-0.2178,-1.37,9/21/2000,102.6,-1.5841,-1.52
9/22/2000,41.44,1.38,3.44,9/22/2000,4.3236,0.0553,1.30,9/22/2000,16.6922,1.048,6.70,9/22/2000,104.465,1.865,1.82
9/25/2000,40.38,-1.06,-2.56,9/25/2000,4.4131,0.0895,2.07,9/25/2000,16.9068,0.2146,1.29,9/25/2000,103.7235,-0.7415,-0.71
9/26/2000,39.75,-0.63,-1.56,9/26/2000,4.3645,-0.0486,-1.10,9/26/2000,17.3424,0.4356,2.58,9/26/2000,102.3977,-1.3258,-1.28
9/27/2000,37.88,-1.87,-4.70,9/27/2000,4.4065,0.042,0.96,9/27/2000,17.5602,0.2178,1.26,9/27/2000,102.937,0.5393,0.53
9/28/2000,40,2.12,5.60,9/28/2000,4.5368,0.1303,2.96,9/28/2000,17.5003,-0.0599,-0.34,9/28/2000,104.2628,1.3258,1.29
9/29/2000,38.44,-1.56,-3.90,9/29/2000,4.4263,-0.1105,-2.44,9/29/2000,17.4024,-0.0979,-0.56,9/29/2000,103.2741,-0.9887,-0.95
10/2/2000,35.88,-2.56,-6.66,10/2/2000,4.4617,0.0354,0.80,10/2/2000,17.9927,0.5903,3.39,10/2/2000,103.4313,0.1572,0.15
10/3/2000,35.06,-0.82,-2.29,10/3/2000,4.3645,-0.0972,-2.18,10/3/2000,17.7749,-0.2178,-1.21,10/3/2000,102.4651,-0.9662,-0.93
10/4/2000,36,0.94,2.68,10/4/2000,4.5026,0.1381,3.16,10/4/2000,18.0716,0.2967,1.67,10/4/2000,103.319,0.8539,0.83
10/5/2000,33.56,-2.44,-6.78,10/5/2000,4.5302,0.0276,0.61,10/5/2000,18.6651,0.5935,3.28,10/5/2000,103.6785,0.3595,0.35
10/6/2000,31.56,-2,-5.96,10/6/2000,4.4407,-0.0895,-1.98,10/6/2000,18.4472,-0.2179,-1.17,10/6/2000,101.4315,-2.247,-2.17
10/9/2000,30.06,-1.5,-4.75,10/9/2000,4.475,0.0343,0.77,10/9/2000,18.2484,-0.1988,-1.08,10/9/2000,100.6675,-0.764,-0.75
10/10/2000,30.44,0.38,1.26,10/10/2000,4.4816,0.0066,0.15,10/10/2000,18.3683,0.1199,0.66,10/10/2000,99.0047,-1.6628,-1.65
10/11/2000,27.81,-2.63,-8.64,10/11/2000,4.4263,-0.0553,-1.23,10/11/2000,18.4851,0.1168,0.64,10/11/2000,98.1732,-0.8315,-0.84
10/12/2000,25.13,-2.68,-9.64,10/12/2000,4.233,-0.1933,-4.37,10/12/2000,18.0716,-0.4135,-2.24,10/12/2000,95.724,-2.4492,-2.49
10/13/2000,28.44,3.31,13.17,10/13/2000,4.3368,0.1038,2.45,10/13/2000,18.0527,-0.0189,-0.10,10/13/2000,98.9148,3.1908,3.33
10/16/2000,24.31,-4.13,-14.52,10/16/2000,4.4816,0.1448,3.34,10/16/2000,18.5072,0.4545,2.52,10/16/2000,99.3642,0.4494,0.45
10/17/2000,21.94,-2.37,-9.75,10/17/2000,4.3921,-0.0895,-2.00,10/17/2000,18.2894,-0.2178,-1.18,10/17/2000,96.8925,-2.4717,-2.49
10/18/2000,25.13,3.19,14.54,10/18/2000,4.454,0.0619,1.41,10/18/2000,18.3683,0.0789,0.43,10/18/2000,96.5329,-0.3596,-0.37
10/19/2000,27.75,2.62,10.43,10/19/2000,4.5302,0.0762,1.71,10/19/2000,18.0337,-0.3346,-1.82,10/19/2000,100.1732,3.6403,3.77
10/20/2000,30.81,3.06,11.03,10/20/2000,4.454,-0.0762,-1.68,10/20/2000,17.3014,-0.7323,-4.06,10/20/2000,100.6001,0.4269,0.43
10/23/2000,30,-0.81,-2.63,10/23/2000,4.4197,-0.0343,-0.77,10/23/2000,17.4592,0.1578,0.91,10/23/2000,101.0495,0.4494,0.45
10/24/2000,29.56,-0.44,-1.47,10/24/2000,4.4617,0.042,0.95,10/24/2000,17.7181,0.2589,1.48,10/24/2000,100.3754,-0.6741,-0.67
10/25/2000,31.88,2.32,7.85,10/25/2000,4.496,0.0343,0.77,10/25/2000,18.2894,0.5713,3.22,10/25/2000,98.016,-2.3594,-2.35
10/26/2000,36.88,5,15.68,10/26/2000,4.5302,0.0342,0.76,10/26/2000,18.5262,0.2368,1.29,10/26/2000,98.2856,0.2696,0.28
10/27/2000,35.63,-1.25,-3.39,10/27/2000,4.3921,-0.1381,-3.05,10/27/2000,18.6051,0.0789,0.43,10/27/2000,100.1506,1.865,1.90
10/30/2000,32.88,-2.75,-7.72,10/30/2000,4.5998,0.2077,4.73,10/30/2000,18.9018,0.2967,1.59,10/30/2000,101.0495,0.8989,0.90
10/31/2000,36.63,3.75,11.41,10/31/2000,4.9379,0.3381,7.35,10/31/2000,19.0596,0.1578,0.83,10/31/2000,102.7909,1.7414,1.72
11/1/2000,37.38,0.75,2.05,11/1/2000,4.9236,-0.0143,-0.29,11/1/2000,19.2175,0.1579,0.83,11/1/2000,102.4426,-0.3483,-0.34
11/2/2000,39.75,2.37,6.34,11/2/2000,4.9722,0.0486,0.99,11/2/2000,19.1764,-0.0411,-0.21,11/2/2000,102.6112,0.1686,0.16
11/3/2000,37.56,-2.19,-5.51,11/3/2000,5.1722,0.2,4.02,11/3/2000,18.7219,-0.4545,-2.37,11/3/2000,102.6673,0.0561,0.05
11/6/2000,36.56,-1,-2.66,11/6/2000,5.1655,-0.0067,-0.13,11/6/2000,19.0975,0.3756,2.01,11/6/2000,103.3864,0.7191,0.70
11/7/2000,36.94,0.38,1.04,11/7/2000,5.1998,0.0343,0.66,11/7/2000,18.9586,-0.1389,-0.73,11/7/2000,103.364,-0.0224,-0.02
11/8/2000,33.88,-3.06,-8.28,11/8/2000,4.9512,-0.2486,-4.78,11/8/2000,18.9997,0.0411,0.22,11/8/2000,101.072,-2.292,-2.22
11/9/2000,31.25,-2.63,-7.76,11/9/2000,4.9512,0,0.00,11/9/2000,19.6689,0.6692,3.52,11/9/2000,100.6899,-0.3821,-0.38
11/10/2000,30.06,-1.19,-3.81,11/10/2000,4.9169,-0.0343,-0.69,11/10/2000,19.5331,-0.1358,-0.69,11/10/2000,98.2407,-2.4492,-2.43
11/13/2000,27.81,-2.25,-7.49,11/13/2000,4.9037,-0.0132,-0.27,11/13/2000,19.2743,-0.2588,-1.32,11/13/2000,97.4767,-0.764,-0.78
11/14/2000,28.94,1.13,4.06,11/14/2000,5.1998,0.2961,6.04,11/14/2000,19.1164,-0.1579,-0.82,11/14/2000,100.0383,2.5616,2.63
11/15/2000,29.5,0.56,1.94,11/15/2000,5.255,0.0552,1.06,11/15/2000,19.3532,0.2368,1.24,11/15/2000,100.3529,0.3146,0.31
11/16/2000,27.81,-1.69,-5.73,11/16/2000,5.1103,-0.1447,-2.75,11/16/2000,19.5521,0.1989,1.03,11/16/2000,98.78,-1.5729,-1.57
11/17/2000,27.44,-0.37,-1.33,11/17/2000,5.297,0.1867,3.65,11/17/2000,19.3942,-0.1579,-0.81,11/17/2000,98.2519,-0.5281,-0.53
11/20/2000,25.81,-1.63,-5.94,11/20/2000,5.5114,0.2144,4.05,11/20/2000,17.8538,-1.5404,-7.94,11/20/2000,96.8475,-1.4044,-1.43
11/21/2000,24.25,-1.56,-6.04,11/21/2000,5.2418,-0.2696,-4.89,11/21/2000,17.4403,-0.4135,-2.32,11/21/2000,97.3419,0.4944,0.51
11/22/2000,25.19,0.94,3.88,11/22/2000,5.3799,0.1381,2.63,11/22/2000,18.8008,1.3605,7.80,11/22/2000,95.0162,-2.3257,-2.39
11/24/2000,28.94,3.75,14.89,11/24/2000,5.3037,-0.0762,-1.42,11/24/2000,18.624,-0.1768,-0.94,11/24/2000,96.9598,1.9436,2.05
11/27/2000,28,-0.94,-3.25,11/27/2000,4.9788,-0.3249,-6.13,11/27/2000,18.8008,0.1768,0.95,11/27/2000,97.8137,0.8539,0.88
11/28/2000,25.03,-2.97,-10.61,11/28/2000,4.9203,-0.0585,-1.17,11/28/2000,19.0786,0.2778,1.48,11/28/2000,96.1285,-1.6852,-1.72
11/29/2000,26.94,1.91,7.63,11/29/2000,5.0252,0.1049,2.13,11/29/2000,19.6657,0.5871,3.08,11/29/2000,95.9487,-0.1798,-0.19
11/30/2000,24.69,-2.25,-8.35,11/30/2000,5.0341,0.0089,0.18,11/30/2000,19.824,0.1583,0.80,11/30/2000,95.1173,-0.8314,-0.87
12/1/2000,24.63,-0.06,-0.24,12/1/2000,4.8893,-0.1448,-2.88,12/1/2000,19.6847,-0.1393,-0.70,12/1/2000,95.0723,-0.045,-0.05
12/4/2000,26.56,1.93,7.84,12/4/2000,4.9589,0.0696,1.42,12/4/2000,19.8619,0.1772,0.90,12/4/2000,95.8813,0.809,0.85
12/5/2000,25.38,-1.18,-4.44,12/5/2000,5.1103,0.1514,3.05,12/5/2000,19.4473,-0.4146,-2.09,12/5/2000,99.0271,3.1458,3.28
12/6/2000,23.63,-1.75,-6.90,12/6/2000,5.0827,-0.0276,-0.54,12/6/2000,19.27,-0.1773,-0.91,12/6/2000,97.443,-1.5841,-1.60
12/7/2000,21.38,-2.25,-9.52,12/7/2000,5.1722,0.0895,1.76,12/7/2000,19.7448,0.4748,2.46,12/7/2000,96.106,-1.337,-1.37
12/8/2000,23.44,2.06,9.64,12/8/2000,5.1799,0.0077,0.15,12/8/2000,19.27,-0.4748,-2.40,12/8/2000,96.3307,0.2247,0.23
12/11/2000,25.31,1.87,7.98,12/11/2000,4.8683,-0.3116,-6.02,12/11/2000,18.4566,-0.8134,-4.22,12/11/2000,99.6788,3.3481,3.48
12/12/2000,25.88,0.57,2.25,12/12/2000,4.9656,0.0973,2.00,12/12/2000,18.3584,-0.0982,-0.53,12/12/2000,99.2518,-0.427,-0.43
12/13/2000,23.75,-2.13,-8.23,12/13/2000,4.8683,-0.0973,-1.96,12/13/2000,18.2983,-0.0601,-0.33,12/13/2000,97.8924,-1.3594,-1.37
12/14/2000,22.69,-1.06,-4.46,12/14/2000,4.8131,-0.0552,-1.13,12/14/2000,18.0419,-0.2564,-1.40,12/14/2000,96.6453,-1.2471,-1.27
12/15/2000,22.88,0.19,0.84,12/15/2000,4.6274,-0.1857,-3.86,12/15/2000,16.9341,-1.1078,-6.14,12/15/2000,94.469,-2.1763,-2.25
12/18/2000,19.88,-3,-13.11,12/18/2000,4.8131,0.1857,4.01,12/18/2000,17.3709,0.4368,2.58,12/18/2000,95.7313,1.2623,1.34
12/19/2000,18.25,-1.63,-8.20,12/19/2000,4.9865,0.1734,3.60,12/19/2000,17.9628,0.5919,3.41,12/19/2000,93.7816,-1.9497,-2.04
12/20/2000,16.69,-1.56,-8.55,12/20/2000,4.8617,-0.1248,-2.50,12/20/2000,17.8045,-0.1583,-0.88,12/20/2000,91.0654,-2.7162,-2.90
12/21/2000,15.19,-1.5,-8.99,12/21/2000,4.9656,0.1039,2.14,12/21/2000,18.7953,0.9908,5.56,12/21/2000,91.6965,0.6311,0.69
12/22/2000,15.56,0.37,2.44,12/22/2000,4.9998,0.0342,0.69,12/22/2000,18.637,-0.1583,-0.84,12/22/2000,94.4465,2.75,3.00
12/26/2000,16.94,1.38,8.87,12/26/2000,4.9722,-0.0276,-0.55,12/26/2000,18.9915,0.3545,1.90,12/26/2000,95.4608,1.0143,1.07
12/27/2000,16.88,-0.06,-0.35,12/27/2000,4.8893,-0.0829,-1.67,12/27/2000,19.1688,0.1773,0.93,12/27/2000,96.1596,0.6988,0.73
12/28/2000,17.38,0.5,2.96,12/28/2000,4.9037,0.0144,0.29,12/28/2000,19.327,0.1582,0.83,12/28/2000,96.4526,0.293,0.30
12/29/2000,15.56,-1.82,-10.47,12/29/2000,4.8893,-0.0144,-0.29,12/29/2000,19.289,-0.038,-0.20,12/29/2000,94.6269,-1.8257,-1.89
1/2/2001,13.88,-1.68,-10.80,1/2/2001,4.6473,-0.242,-4.95,1/2/2001,19.2479,-0.0411,-0.21,1/2/2001,92.9138,-1.7131,-1.81
1/3/2001,17.56,3.68,26.51,1/3/2001,4.7788,0.1315,2.83,1/3/2001,18.7541,-0.4938,-2.57,1/3/2001,97.3769,4.4631,4.80
1/4/2001,15.5,-2.06,-11.73,1/4/2001,4.5446,-0.2342,-4.90,1/4/2001,18.2192,-0.5349,-2.85,1/4/2001,96.3287,-1.0482,-1.08
1/5/2001,14.56,-0.94,-6.06,1/5/2001,4.6131,0.0685,1.51,1/5/2001,18.2603,0.0411,0.23,1/5/2001,93.1842,-3.1445,-3.26
1/8/2001,14.94,0.38,2.61,1/8/2001,4.6893,0.0762,1.65,1/8/2001,18.5579,0.2976,1.63,1/8/2001,93.9056,0.7214,0.77
1/9/2001,16.38,1.44,9.64,1/9/2001,4.6131,-0.0762,-1.62,1/9/2001,18.7953,0.2374,1.28,1/9/2001,93.6576,-0.248,-0.26
1/10/2001,16.5,0.12,0.73,1/10/2001,4.8617,0.2486,5.39,1/10/2001,18.7161,-0.0792,-0.42,1/10/2001,95.3031,1.6455,1.76
1/11/2001,17,0.5,3.03,1/11/2001,4.8959,0.0342,0.70,1/11/2001,18.1622,-0.5539,-2.96,1/11/2001,95.3933,0.0902,0.09
1/12/2001,17.69,0.69,4.06,1/12/2001,4.9446,0.0487,0.99,1/12/2001,17.9248,-0.2374,-1.31,1/12/2001,95.2129,-0.1804,-0.19
1/16/2001,18.06,0.37,2.09,1/16/2001,4.9512,0.0066,0.13,1/16/2001,18.0419,0.1171,0.65,1/16/2001,95.8215,0.6086,0.64
1/17/2001,18.38,0.32,1.77,1/17/2001,4.9512,0,0.00,1/17/2001,18.3395,0.2976,1.65,1/17/2001,96.2611,0.4396,0.46
1/18/2001,19.5,1.12,6.09,1/18/2001,5.0208,0.0696,1.41,1/18/2001,18.0831,-0.2564,-1.40,1/18/2001,97.219,0.9579,1.00
1/19/2001,19.94,0.44,2.26,1/19/2001,5.1169,0.0961,1.91,1/19/2001,17.6653,-0.4178,-2.31,1/19/2001,96.6668,-0.5522,-0.57
1/22/2001,18.5,-1.44,-7.22,1/22/2001,4.9998,-0.1171,-2.29,1/22/2001,17.6273,-0.038,-0.22,1/22/2001,97.3092,0.6424,0.66
1/23/2001,18.95,0.45,2.43,1/23/2001,5.1247,0.1249,2.50,1/23/2001,18.0039,0.3766,2.14,1/23/2001,98.0756,0.7664,0.79
1/24/2001,21.88,2.93,15.46,1/24/2001,4.7932,-0.3315,-6.47,1/24/2001,18.3774,0.3735,2.07,1/24/2001,98.3687,0.2931,0.30
1/25/2001,19,-2.88,-13.16,1/25/2001,4.7302,-0.063,-1.31,1/25/2001,18.5579,0.1805,0.98,1/25/2001,98.1207,-0.248,-0.25
1/26/2001,19.5,0.5,2.63,1/26/2001,5.0418,0.3116,6.59,1/26/2001,18.3395,-0.2184,-1.18,1/26/2001,98.008,-0.1127,-0.11
1/29/2001,20.13,0.63,3.23,1/29/2001,5.4418,0.4,7.93,1/29/2001,18.0799,-0.2596,-1.42,1/29/2001,98.531,0.523,0.53
1/30/2001,18.94,-1.19,-5.91,1/30/2001,5.3865,-0.0553,-1.02,1/30/2001,18.33,0.2501,1.38,1/30/2001,99.3965,0.8655,0.88
1/31/2001,17.31,-1.63,-8.61,1/31/2001,5.518,0.1315,2.44,1/31/2001,18.3584,0.0284,0.15,1/31/2001,98.8339,-0.5626,-0.57
2/1/2001,16.25,-1.06,-6.12,2/1/2001,5.4208,-0.0972,-1.76,2/1/2001,18.1812,-0.1772,-0.97,2/1/2001,99.4903,0.6564,0.66
2/2/2001,14.38,-1.87,-11.51,2/2/2001,5.2904,-0.1304,-2.41,2/2/2001,18.2762,0.095,0.52,2/2/2001,97.2326,-2.2577,-2.27
2/5/2001,14.44,0.06,0.42,2/5/2001,5.297,0.0066,0.12,2/5/2001,18.7383,0.4621,2.53,2/5/2001,97.9467,0.7141,0.73
2/6/2001,15.81,1.37,9.49,2/6/2001,5.5114,0.2144,4.05,2/6/2001,18.8079,0.0696,0.37,2/6/2001,97.6582,-0.2885,-0.29
2/7/2001,15,-0.81,-5.12,2/7/2001,5.5114,0,0.00,2/7/2001,18.9915,0.1836,0.98,2/7/2001,97.1533,-0.5049,-0.52
2/8/2001,14.38,-0.62,-4.13,2/8/2001,5.3733,-0.1381,-2.51,2/8/2001,19.1846,0.1931,1.02,2/8/2001,96.0208,-1.1325,-1.17
2/9/2001,13.38,-1,-6.95,2/9/2001,5.3379,-0.0354,-0.66,2/9/2001,19.0358,-0.1488,-0.78,2/9/2001,95.0975,-0.9233,-0.96
2/12/2001,14.5,1.12,8.37,2/12/2001,5.5246,0.1867,3.50,2/12/2001,19.251,0.2152,1.13,2/12/2001,96.1867,1.0892,1.15
2/13/2001,13.75,-0.75,-5.17,2/13/2001,5.3733,-0.1513,-2.74,2/13/2001,18.9788,-0.2722,-1.41,2/13/2001,95.4005,-0.7862,-0.82
2/14/2001,14.44,0.69,5.02,2/14/2001,5.2904,-0.0829,-1.54,2/14/2001,18.8332,-0.1456,-0.77,2/14/2001,95.2562,-0.1443,-0.15
2/15/2001,14.5,0.06,0.42,2/15/2001,5.4418,0.1514,2.86,2/15/2001,18.4756,-0.3576,-1.90,2/15/2001,96.1795,0.9233,0.97
2/16/2001,13.69,-0.81,-5.59,2/16/2001,5.4075,-0.0343,-0.63,2/16/2001,18.7889,0.3133,1.70,2/16/2001,94.0588,-2.1207,-2.20
2/20/2001,12.5,-1.19,-8.69,2/20/2001,5.3379,-0.0696,-1.29,2/20/2001,18.5072,-0.2817,-1.50,2/20/2001,92.609,-1.4498,-1.54
2/21/2001,11.94,-0.56,-4.48,2/21/2001,5.2904,-0.0475,-0.89,2/21/2001,17.3836,-1.1236,-6.07,2/21/2001,90.611,-1.998,-2.16
2/22/2001,11.94,0,0.00,2/22/2001,5.2352,-0.0552,-1.04,2/22/2001,16.7727,-0.6109,-3.51,2/22/2001,90.748,0.137,0.15
2/23/2001,11.81,-0.13,-1.09,2/23/2001,5.2694,0.0342,0.65,2/23/2001,16.4593,-0.3134,-1.87,2/23/2001,90.1349,-0.6131,-0.68
2/26/2001,11.94,0.13,1.10,2/26/2001,5.2827,0.0133,0.25,2/26/2001,16.6081,0.1488,0.90,2/26/2001,92.0536,1.9187,2.13
2/27/2001,11.75,-0.19,-1.59,2/27/2001,5.3313,0.0486,0.92,2/27/2001,16.4593,-0.1488,-0.90,2/27/2001,91.2024,-0.8512,-0.92
2/28/2001,10.19,-1.56,-13.28,2/28/2001,5.2628,-0.0685,-1.28,2/28/2001,16.7853,0.326,1.98,2/28/2001,89.4064,-1.796,-1.97
3/1/2001,10.44,0.25,2.45,3/1/2001,5.255,-0.0078,-0.15,3/1/2001,16.6809,-0.1044,-0.62,3/1/2001,89.8752,0.4688,0.52
3/2/2001,10,-0.44,-4.21,3/2/2001,5.2484,-0.0066,-0.13,3/2/2001,16.6334,-0.0475,-0.28,3/2/2001,89.1611,-0.7141,-0.79
3/5/2001,12.63,2.63,26.30,3/5/2001,5.1589,-0.0895,-1.71,3/5/2001,15.8896,-0.7438,-4.47,3/5/2001,89.9762,0.8151,0.91
3/6/2001,11.88,-0.75,-5.94,3/6/2001,5.1655,0.0066,0.13,3/6/2001,15.7629,-0.1267,-0.80,3/6/2001,90.9428,0.9666,1.07
3/7/2001,12.25,0.37,3.11,3/7/2001,5.1037,-0.0618,-1.20,3/7/2001,15.9624,0.1995,1.27,3/7/2001,91.592,0.6492,0.71
3/8/2001,11.69,-0.56,-4.57,3/8/2001,5.255,0.1513,2.96,3/8/2001,16.2694,0.307,1.92,3/8/2001,91.6929,0.1009,0.11
3/9/2001,12.25,0.56,4.79,3/9/2001,5.2075,-0.0475,-0.90,3/9/2001,16.301,0.0316,0.19,3/9/2001,88.9808,-2.7121,-2.96
3/12/2001,10.63,-1.62,-13.22,3/12/2001,4.9656,-0.2419,-4.65,3/12/2001,15.8579,-0.4431,-2.72,3/12/2001,85.1723,-3.8085,-4.28
3/13/2001,11,0.37,3.48,3/13/2001,4.9446,-0.021,-0.42,3/13/2001,15.4876,-0.3703,-2.34,3/13/2001,86.5716,1.3993,1.64
3/14/2001,10.63,-0.37,-3.36,3/14/2001,4.7788,-0.1658,-3.35,3/14/2001,15.1445,-0.3431,-2.22,3/14/2001,84.8621,-1.7095,-1.97
3/15/2001,10.88,0.25,2.35,3/15/2001,4.8274,0.0486,1.02,3/15/2001,15.1381,-0.0064,-0.04,3/15/2001,84.8838,0.0217,0.03
3/16/2001,11,0.12,1.10,3/16/2001,4.8407,0.0133,0.28,3/16/2001,15.4558,0.3177,2.10,3/16/2001,83.1858,-1.698,-2.00
3/19/2001,10.5,-0.5,-4.55,3/19/2001,4.8959,0.0552,1.14,3/19/2001,15.3764,-0.0794,-0.51,3/19/2001,84.8783,1.6925,2.03
3/20/2001,10.25,-0.25,-2.38,3/20/2001,4.7788,-0.1171,-2.39,3/20/2001,15.0682,-0.3082,-2.00,3/20/2001,82.5999,-2.2784,-2.68
3/21/2001,10,-0.25,-2.44,3/21/2001,4.5236,-0.2552,-5.34,3/21/2001,14.3756,-0.6926,-4.60,3/21/2001,81.1968,-1.4031,-1.70
3/22/2001,10.19,0.19,1.90,3/22/2001,4.4263,-0.0973,-2.15,3/22/2001,14.525,0.1494,1.04,3/22/2001,80.3722,-0.8246,-1.02
3/23/2001,10.19,0,0.00,3/23/2001,4.517,0.0907,2.05,3/23/2001,14.4551,-0.0699,-0.48,3/23/2001,82.8025,2.4303,3.02
3/26/2001,10.94,0.75,7.36,3/26/2001,4.5998,0.0828,1.83,3/26/2001,14.2644,-0.1907,-1.32,3/26/2001,83.8585,1.056,1.28
3/27/2001,11.64,0.7,6.40,3/27/2001,4.496,-0.1038,-2.26,3/27/2001,14.8077,0.5433,3.81,3/27/2001,85.5727,1.7142,2.04
